text,length
Mất vé ko ạ,11
Cựu sinh viên được không ạ,26
Cựu sinh viên thì vào xem như nào ạ,35
Sinh viên trường khác cũng muốn xem PTIT oii,44
"Hoàng Thái
một phần lý do tăng học phí đấy nhỉ :))))",52
Ad ơi cựu sinh viên đăng ký như nào vậy ạaaa,44
mình cho ng nhà đi xem cùng được ko ad,38
Tưởng 21/8 chứ nhỉ,18
"Hà Huệ
chị ui",13
Giảng viên chưa có buổi nào hả ad ưi,36
Nguyễn Huy Anh,14
Nguyễn Vũ Hoang Anh,19
"Nguyễn Hà
chị oiii",18
"Thảo Nguyn
kìa cục cưng",23
tháng 9 cơ ạ,12
"Hoàng Xuân Đức
đi th",20
"Quangg Huy
tốn 3 tiếng đợi",26
Lan Phuong,10
"Minh Hue Bui
em muốnnnnn ạaaaaaa",32
"Đặng Trà My
Nguyễn Hai Anh
k bùng",33
Tony Le,7
"Vân Khánh
đi nữa ko",19
"[THÔNG BÁO]
Mời đoàn mình đăng ký xe đưa đón sinh viên tham gia trải nghiệm ""Trở về thời khắc thiêng liêng""
Học viện Công nghệ Bưu chính Viễn thông (PTIT) tự hào là đối tác kỹ thuật duy nhất về công nghệ Đa phương tiện, phối hợp thực hiện cùng Đài Tiếng nói Việt Nam (VOV) và Báo điện tử VTC News trong dự án trải nghiệm thực tế ảo ""Trở về thời khắc thiêng liêng""– một hoạt động văn hóa - lịch sử ý nghĩa, ứng dụng công nghệ 
 để tái hiện lại không khí hào hùng tại Quảng trường Ba Đình ngày 02/09/1945. Đây là một dự án công nghệ mang đậm dấu ấn và niềm tự hào của giảng viên, sinh viên PTIT.
Và tất nhiên rồi, sinh viên PTIT sẽ có ""đặc quyền"" là những người đầu tiên được chiêm ngưỡng và trải nghiệm sự tâm huyết này. Học viện đã chuẩn bị sẵn những chuyến xe đặc biệt để đưa các bạn tới trải nghiệm:
Thời gian tập trung: 07h30, Thứ Ba, ngày 19/8/2025.
Địa điểm tập trung: Sân A2 Học viện Công nghệ Bưu chính Viễn thông - Cơ sở Hà Đông.
Trang phục: Đồng phục Học viện.
Để công tác tổ chức được chu đáo, mời các bạn sinh viên có nhu cầu di chuyển bằng xe của Học viện đăng ký tại đường link sau:
https://forms.gle/tFM23pawBYXzqGaQ7
Thời hạn đăng ký: 12h00 thứ Hai, ngày 18/8/2025.
Lưu ý:
- Học viện sẽ có thông báo cụ thể tới các bạn sinh viên đăng ký.
- Sinh viên cần có mặt đúng giờ để xe khởi hành theo kế hoạch.
#PTIT #TuHaoPTIT #HocVienCongNgheBuuChinhVienThong #TraiNghiemVR #TroVeThoiKhacThiengLieng #VOV #VTCNews
——————————————————————————-
HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG
Trụ sở chính: 122 Hoàng Quốc Việt, P.Nghĩa Đô, Hà Nội.
Học viện Cơ sở tại TPHCM: 11 Nguyễn Đình Chiểu, P. Sài gòn, Thành phố Hồ Chí Minh.
Cơ sở Đào tạo tại Hà Đông: Km10 Đường Nguyễn Trãi, P.Hà Đông, Hà Nội.
Cơ sở Đào tạo tại Ngọc Trục: Ngõ 33, Đường Đại Mỗ, P.Dương Nội, Hà Nội.
Cơ sở Đào tạo tại TP.HCM: 97 Đường Man Thiện, P. Tăng Nhơn Phú,  TP.Hồ Chí Minh.
► Fanpage: 
https://facebook.com/HocvienPTIT
► Tuyển sinh: https://tuyensinh.ptit.edu.vn/
► Youtube: https://www.youtube.com/@PChannels
► Tiktok: https://www.tiktok.com/@langthangptit
► Website: https://ptit.edu.vn",2064
Thích thế mà thứ 3 mình phải đi dạy,35
"Sự kiện này tổ chức đến mấy giờ vậy ạ, chiều hôm đó em có giờ học lúc 13h có kịp về học không ạ",95
0961344462 tư vấn cho mình ạ,28
trường mình đỉnh thế,20
"Cứ ở ngoài bắc d hoài đi cho chị:))
Tam Nhu",43
Trời ơi cho em cosplay sv trường đc kh ạ,40
"Đại Trần
đi nè",14
"Nguyễn Hiếu
đẳng cấp vậy",24
"Nguyễn Dũng
what about me",25
"Phương Thảo
bùng show đi để đi cái này",38
"Bùi Uyên
Hoàng Phúc",19
Kiến nghị nên làm thêm ở TPHCM cho mỗi người điều tham gia sự kiện thiên liên này nhân diệp Quốc Khánh 2/9/1945,111
Không có sự kiện thiêng liên tại hiện lại coi sự kiên Bác Hồ Chí Minh Đọc Bản Tuyên ngôn Đọc Lặp tại quản trường ba đình lịch sử năm 1945 làm tại TPHCM thật là tiết,164
Phương Trinh,12
"Thanh Thùy
trường ngta cỡ đó luôn hả",36
"Quangg Huy
trường a chất v",26
Tuyển nhân sự cho quán cafe,27
Có lịch học,11
Hoàng Tuấn Cường,16
"THỜI GIAN MỞ CỬA ĐÓN NHÂN DÂN THAM GIA TRIỂN LÃM 'TRỞ VỀ THỜI KHẮC THIÊNG LIÊNG'
————————-
Ban tổ chức xin thông báo thời gian mở cửa Triển lãm ‘Trở về thời khắc thiêng liêng’:
8h - 18h, từ ngày 19/8 đến 21/8/2025.
Địa chỉ: Trung tâm Phát thanh Quốc gia, 58 Quán Sứ, Hà Nội.
8h - 18h, Từ ngày 28/8 đến 5/9/2025
Địa chỉ: Trung tâm Triển lãm Quốc gia, xã Đông Anh, Hà Nội.
Triển lãm không chỉ là không gian trưng bày, mà còn là hành trình trở về với cội nguồn, chạm vào ký ức hào hùng, để mỗi trái tim thêm yêu Tổ quốc, thêm tự hào về dân tộc Việt Nam kiên cường, bất khuất.
Hãy đến, để trái tim bạn hòa nhịp cùng lịch sử.
Hãy đến, để tự hào nói: “Tôi là người Việt Nam!”
Học viện Công nghệ Bưu chính Viễn thông (PTIT) tự hào là đối tác kỹ thuật duy nhất về công nghệ Đa phương tiện phối hợp thực hiện cùng Đài Tiếng nói Việt Nam (VOV) và Báo điện tử VTC News trong dự án trải nghiệm thực tế ảo ""Trở về thời khắc thiêng liêng"".
——————————
#thoikhacthienglieng #daitiengnoivietnam #vov #cachmangthang8 #quockhanh2thang9 #tuyenngondoclap #A80
——————————————————————————-
HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG
Trụ sở chính: 122 Hoàng Quốc Việt, P.Nghĩa Đô, Hà Nội.
Học viện Cơ sở tại TPHCM: 11 Nguyễn Đình Chiểu, P. Sài gòn, Thành phố Hồ Chí Minh.
Cơ sở Đào tạo tại Hà Đông: Km10 Đường Nguyễn Trãi, P.Hà Đông, Hà Nội.
Cơ sở Đào tạo tại Ngọc Trục: Ngõ 33, Đường Đại Mỗ, P.Dương Nội, Hà Nội.
Cơ sở Đào tạo tại TP.HCM: 97 Đường Man Thiện, P. Tăng Nhơn Phú,  TP.Hồ Chí Minh.
► Fanpage: 
https://facebook.com/HocvienPTIT
► Tuyển sinh: https://tuyensinh.ptit.edu.vn/
► Youtube: https://www.youtube.com/@PChannels
► Tiktok: https://www.tiktok.com/@langthangptit
► Website: https://ptit.edu.vn",1682
"Hoàng Anh Đỗ
Phan Ngọc Trâm
Nguyễn Nga
Phan Nguyệt Anh
đi nhỉ!!!",64
"Bảo Ngọc
mai con với e trải nghiệm ctrinh này nhé",49
Có cần phải dki ko ah,21
"Làm sao để biết mình đã đki ngày nào vậy mn
chứ em đki xong vé gửi về mail rồi mà em quên mất ngày đki đi tham gia",114
"Bùi Uyên
Hoàng Phúc
weo tớ muốn đi",34
"Diệu Linh
đi nhá",16
Đky đi tnao ạ,13
"cho hỏi về giai đoạn 2: 28/8 đến 5/9 thì đăng ký và phí thế nào vậy admin
Mình từ NAM ra rất muốn theo dõi và trãi nghiệm",121
"Loan Vũ
Bình Nguyễn
Ha Nguyễn
Thùy Laly
xem có đến đây chơi không này",69
"Bebe Mai
Mèo Mũm Mĩm
đi ko c ơi",31
"Trang Nguyễn
đi không",21
"Lê Mỹ Thanh
;
Nguyen Thu Ha
: đi đi nè",38
"Chàng Khờ
đưa con đi này",24
Bùi Thị Huyền Trang,19
Có cần phải đăng kí không ad,28
"Thanh Thư Phạm
đi kh",20
"Thu Trần
Linh Viet
đi cái này hay",33
Có cần phải đăng ký trước ko ad,31
"Dang Thi Toan
Hanh Dang
đi chứ",30
"Thanh Huyen
đây này c ơi",24
"Nguyêt Thu
Nhan Ta
có đi ko",27
Mở cửa tự do mà,15
"Hằng Nga
Ngọc Ánh
đi k tụi m",28
Dky xem ntn ạ,13
Chấm chấm ad ơi,15
"Nguyễn Tiến Hiệp
trường m xịn nhề",33
Nguyễn Chí Thành,16
"Quỳnh Anh Nguyễn
, Yến Nhi",26
Có phải đk trc k ad ơi?,23
Thanh Loan,10
Có cần đăng ký vé không AD ơi?,30
"Nga Tran
18h thôi.. chiều mai đi đc không?",42
Phí thế nào ạ,13
Nguyễn Công Trường,18
Cần đăng ký ko ạ,16
Xịn quá lun a,13
tuyệt quá,9
Có đón đoàn các cháu mầm non ko ạ?,34
"Quỳnh Nguyễn
bạn thấy saooo",27
Thao Pham,9
"Hải Đăngg
Lê Hải Phong
yêu trường chưa",38
"Nguyễn Hải Đăng
chị muốn điiii cơ",33
Có bài đăng mở từ 8h-21h cơ mà,30
phải đk online ko ad ơi,23
Có phải đăng kí k ạ,19
Mở xuyên trưa ko ạ,18
Hiệp Trần,9
Đỉnh quớ,8
Vu Thi Thuy Linh,16
"Trần Kim Hải
Nguyễn Như Thông",29
"Quỳnh Trang
Cẩm Đào",19
Phương Trinh,12
"Lý Hiếu
Lý Thùy Dương",21
Huong Tran,10
Đỗ Giang,8
"Phan Hương
Ngọc Nguyễn",22
"Mon Issac
ui đi không?",22
"KHÓA HỌC TIẾNG HÀN SƠ CẤP 1A PTIT 2025 – HỌC MIỄN PHÍ!
Mở cánh cửa đến Hàn Quốc, bắt đầu từ lớp học tiếng Hàn ngay tại PTIT!
Trung tâm Việt – Hàn PTIT kết hợp cùng đối tác VKLinks và các doanh nghiệp Hàn Quốc tiếp tục mở lớp Tiếng Hàn sơ cấp 1A – đợt tuyển sinh 2025 dành riêng cho sinh viên PTIT. Đây là cơ hội tuyệt vời để bạn rèn luyện thêm một ngôn ngữ mới và tìm hiểu văn hóa Hàn Quốc hoàn toàn miễn phí!
THÔNG TIN KHÓA HỌC
Tên lớp: Tiếng Hàn sơ cấp 1A
Đối tượng: Sinh viên đang theo học tại Học viện Công nghệ Bưu chính Viễn thông (PTIT)
Thời lượng: 15 buổi
Lịch học: 3 buổi tối/tuần
Khai giảng: 08/2025
Địa điểm học: Phòng 204– Nhà A2, Cơ sở Đào tạo Hà đông
NỘI DUNG KHÓA HỌC
Làm quen với tiếng Hàn từ cơ bản
Giao tiếp các chủ đề thường nhật: chào hỏi, địa điểm, thời gian, thể thao, ẩm thực, giao thông...
Học từ vựng, cấu trúc câu đơn giản; luyện 4 kỹ năng: nghe – nói – đọc – viết
Tìm hiểu nét đặc trưng trong văn hóa và đời sống Hàn Quốc
LỢI ÍCH KHI THAM GIA
Miễn phí hoàn toàn – tiết kiệm chi phí học ngoại ngữ
Tăng kỹ năng ngôn ngữ phục vụ du học, giao lưu, nghề nghiệp
Ưu tiên khi đăng ký các chương trình trao đổi sinh viên Hàn Quốc
Học cùng giảng viên tận tâm, giáo trình bài bản – sinh động
Đăng ký ngay tại: https://forms.office.com/Pages/ResponsePage.aspx...
Liên hệ: Trung tâm Việt – Hàn PTIT để được hỗ trợ
Số lượng có hạn – nhanh tay giữ chỗ để không bỏ lỡ khóa học hấp dẫn này!
#trungtamviethanptit #VKCPTIT #VKC #PTIT #HoctiengHan
-----------------------------------------
Fanpage: /trungtamviethanvkc/
Email: scu@ptit.edu.vn
Liên hệ để biết thêm chi tiết:
• Website: https://scu.ptit.edu.vn
Hotline:  (+84) 948 036 111
(+82) 10 9833 3668
Trụ sở Việt Nam: 122 Hoàng Quốc Việt, Q. Cầu Giấy, Hà Nội
Trụ sở Hàn Quốc: 60, 솔매로49길, 강북구, 서울, 대한민국
——————————————————————————-
HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG
Trụ sở chính: 122 Hoàng Quốc Việt, P.Nghĩa Đô, Hà Nội.
Học viện Cơ sở tại TPHCM: 11 Nguyễn Đình Chiểu, P. Sài gòn, Thành phố Hồ Chí Minh.
Cơ sở Đào tạo tại Hà Đông: Km10 Đường Nguyễn Trãi, P.Hà Đông, Hà Nội.
Cơ sở Đào tạo tại Ngọc Trục: Ngõ 33, Đường Đại Mỗ, P.Dương Nội, Hà Nội.
Cơ sở Đào tạo tại TP.HCM: 97 Đường Man Thiện, P. Tăng Nhơn Phú,  TP.Hồ Chí Minh.
► Fanpage: 
https://facebook.com/HocvienPTIT
► Tuyển sinh: https://tuyensinh.ptit.edu.vn/
► Youtube: https://www.youtube.com/@PChannels
► Tiktok: https://www.tiktok.com/@langthangptit
► Website: https://ptit.edu.vn",2407
"Mỹ Duyên
Vu Dieu
Dao Ngoc Anh
Hoà
Thu Ngân
Nga Thanh
Tống Huyền Trang
Tran Thao Quyen
Đỗ Linh
gọi cả cái chợ này đi học",119
"Hoàng Lan
àn tuế",16
"Yến Lê
tuy tiếng hàn nằm cuối trong tốp ngôn ngữ muốn học của t nhma bạn ơi bạn muốn đi cùng k",94
"Lâm Tiến Dũng
làm tí ngoại ngữ không a",38
"Hằng Phạm
quen quá nè bà:))",27
"Hoàng Lê
Đki ngay thầy",22
"Thu Hậuu
thử đi ne",18
"Chu Thái Sơn
đăng ký đi hát nhạc hàn cho dễ",43
"Nguyễn Van Anh
tiếng m thích nè vanh",36
"Tài Đức
bạn ơi, phấn đấu ra trường 2 thứ tiếng kìa=))",53
"Xuyen Nguyen
bạn ơi làm tí thử xem",34
"Nguyễn Văn Quyền
Nguyễn Văn Hiệp
maays anh boy hq nhanh",55
free thì đăng ký ngay và luôn hehe,34
Nguyễn Tuấn,11
"Huyền Nguyễn
đi nào em ơi",25
"Diệp Diệp
học gái oiiiiii",25
Ước có cả tiếng Nhật,20
"Diệu Linh
lôi hết skill xem phim ra đi học",42
"Ngọc Trâm
gô gô",15
"Nguyễn Trần Mai Anh
Phương Phạm
free kìa đk đi",46
"Bùi Hiệp
Hoàng Minh Anh
dù e đu Nhật nma",40
"Thanhh Tâmm
học đi",18
"Tanh Đặng
ấy
đi kh",18
"TUYỂN THỰC TẬP SINH GEN Z – PART-TIME
Địa điểm: Văn Quán, Hà Đông
Đối tượng: Sinh viên 2005 – 2007
Thời gian: 3h/ca – linh hoạt theo lịch học
Thu nhập: 3–5 triệu/tháng + thưởng
QUYỀN LỢI
• Đào tạo kỹ năng từ A–Z
• Giao tiếp – Thuyết trình – Teamwork
• Du lịch, picnic cùng team
• Cấp chứng chỉ thực tập
Inbox chị ngay hoặc gọi 0356 328 529 để đăng ký!",351
"VIỆC LÀM SINH VIÊN ĐI LÀM LUÔN
ĐỐI TƯỢNG: bạn sinh viên các trường Đại học tại Hà Nội
Độ tuổi: Từ 18 - 20 tuổi
THU NHẬP: Trung bình từ 2-3tr (cao hơn phụ thuộc theo năng lực)
Thời gian: Ca sáng : 9h30 -12h Ca chiều: 15h30 - 18h Ca chiều : 19h -21h30 Hoặc 18h30 - 21h 5 ca/tuần, xoay ca linh động theo time rảnh
Quyền lợi: -Được hướng dẫn cụ thể tận tình
-Được học các buổi đào tạo kỹ năng mềm FREE
CƠ HỘI: -Nâng cao các kĩ năng mềm, kinh nghiệm
-Được tiếp xúc với môi trường tiếng anh
Địa chỉ: KĐT Văn Quán, Hà Đông, Hà Nội
IB trực tiếp để được chị hỗ trợ nhé
VIỆC LÀM SINH VIÊN ĐI LÀM LUÔN
ĐỐI TƯỢNG: bạn sinh viên các trường Đại học tại Hà Nội
Độ tuổi: Từ 18 - 20 tuổi
THU NHẬP: Trung bình từ 2-3tr (cao hơn phụ thuộc theo năng lực)
Thời gian: Ca sáng : 9h30 -12h Ca chiều: 15h30 - 18h Ca chiều : 19h -21h30 Hoặc 18h30 - 21h 5 ca/tuần, xoay ca linh động theo time rảnh
Quyền lợi: -Được hướng dẫn cụ thể tận tình
-Được học các buổi đào tạo kỹ năng mềm FREE
CƠ HỘI: -Nâng cao các kĩ năng mềm, kinh nghiệm
-Được tiếp xúc với môi trường tiếng anh
Địa chỉ: KĐT Văn Quán, Hà Đông, Hà Nội
IB trực tiếp để được chị hỗ trợ nhé",1119
Ơ không có tiếng Trung Quốc à?,30
"Nguyễn Thị Như Quỳnh
học thôi",29
Nguyễn Diệu Linh,16
"Chất Lỏng Phi Newton
mại dô mại dô",34
"Trang Thái
Dung Thùy
Đào Dương Cẩm Tú
đi k bây",46
Thuy Quynh,10
Hoàng Tuấn Cường,16
"Trung Anh
học lại từ đầu nè :))",31
"Văn Minh
b đã tiếc chưa",23
"THÔNG BÁO QUAN TRỌNG DÀNH CHO THÍ SINH TUYỂN SINH 2025
Học viện Công nghệ Bưu chính Viễn thông chính thức công bố Bảng quy đổi tương đương điểm trúng tuyển giữa các phương thức xét tuyển đại học hệ chính quy đợt 1 năm 2025.
Bảng quy đổi bao gồm các mức điểm tương đương giữa:
Kết quả thi tốt nghiệp THPT
Xét tuyển Tài năng (thang 100)
SAT, ACT
HSA, TSA, SPT, APT
Phương thức xét tuyển Kết hợp
Lưu ý: Không có điểm chênh lệch giữa các tổ hợp trong cùng một ngành/chương trình.
Đồng thời, Học viện cũng áp dụng công thức quy đổi điểm trúng tuyển tương đương theo hướng dẫn của Bộ Giáo dục và Đào tạo.
Chi tiết thông báo bảng quy đổi và công thức áp dụng, thí sinh vui lòng xem tại: https://ptit.edu.vn/.../thong-bao-bang-quy-doi-tuong...
Học viện xin trân trọng thông báo!
——————————————————————————-
HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG
Trụ sở chính: 122 Hoàng Quốc Việt, P.Nghĩa Đô, Hà Nội.
Học viện Cơ sở tại TPHCM: 11 Nguyễn Đình Chiểu, P. Sài gòn, Thành phố Hồ Chí Minh.
Cơ sở Đào tạo tại Hà Đông: Km10 Đường Nguyễn Trãi, P.Hà Đông, Hà Nội.
Cơ sở Đào tạo tại Ngọc Trục: Ngõ 33, Đường Đại Mỗ, P.Dương Nội, Hà Nội.
Cơ sở Đào tạo tại TP.HCM: 97 Đường Man Thiện, P. Tăng Nhơn Phú,  TP.Hồ Chí Minh.
► Fanpage: 
https://facebook.com/HocvienPTIT
► Tuyển sinh: https://tuyensinh.ptit.edu.vn/
► Youtube: https://www.youtube.com/@PChannels
► Tiktok: https://www.tiktok.com/@langthangptit
► Website: https://ptit.edu.vn",1414
"Các bạn tham khảo tra cứu quy đổi điểm: https://quydoidiem.toiyeuptit.com/ (cám ơn page Tôi Yêu PTIT
)",102
"Sao PTIT lại không phân chia điểm chênh lệch giữa các tổ hợp nhỉ ? Và quy đổi TSA như kia thì chưa hợp lý lắm, thấp hơn so với trường kỹ thuật khác dù kỳ thi đánh giá năng lực của học sinh rất tốt.",197
sao Ptit lại quy đổi tsa thấp hơn hẳn các trường kỹ thuật công nghệ khác vậy? K thể hiểu nổi,92
trường có thể xem lại cách quy đổi tsa được không ạ,51
26 điểm A01 hoàn toàn tuyệt vọng vào đc ATTT,44
"huhu s các năm trước ttdpt lấy khoảng 26đ thpt và 70+ xét tuyển tài năng mà năm nay bảng quy đổi 70+ xttn chỉ khoảng 24,25đ thpt v ạ",132
Vũ Thị Nghị,11
Hsa 100. Ielts 7.0. Học bạ 9.1 thì tổng được bao nhiêu điểm ạ ?,63
Ad ơi cho em hỏi là trường có chỉ xét phương thức được đăng kí trên trang web trường phải không ạ? Tại em thấy chỉ được đăng kí tsa hoặc hsa mà em lại đăng kí tsa rồi giờ không đổi được,185
"điểm thi A00 24đ, đánh giá năng lực được 85đ thì đểm xét tuyển được bao nhiêu",77
Em đc 23 đ thi thpt quy đổi ra thì đc bn ạ,42
Mình mới trúng tuyển lên nhập học thì đến cơ sở nào ở Hà Nội vậy,64
Trường mình có quy đổi giữa các khối thi với nhau k ạ?,54
Hsa 104 đỗ được thương mại điện tử của trường ko ạ,50
Ủa mà xét thpt thì cần đki trên web trường ko mn,48
"Em điểm học bạn 27,53
Tốt nghiệp thpt 24,1
Cộng điểm khuyến khích 1,5
Xin hỏi đạt điểm vậy đỗ khoa nào ạ",104
ủa quy đổi sang các điểm kia chỉ để so sánh th à,48
25.25-27.25 khả năng đỗ log hay đa phương tiện k ạ,50
Quy đổi các phương thức với nhau mà ko xét chênh lệch tổ hợp thì hỏi chấm quá??,79
Hi các bạn,10
Tuyệt quá,9
Admin cho mình hỏi quy đổi điểm từ PT2 sang điểm THPT thì có được xét học bổng ko? và điểm theo PT2 có được cộng ưu tiên khu vực vào trước khi quy đổi không. Xin cảm ơn,168
Tra ds trúng tuyển ở trang nào vậy add,38
Quy đổi hsa xong có được cộng điểm vùng nữa khong ạ?,52
Nguyễn Quang Nhật Anh,21
Bảng quy đổi điểm đã tính điểm cộng ưu tiên KV chưa ah?,55
Điểm học bạ A01 đc 27.1 thì quy đổi điểm xét tuyển là bn ạ,58
năm nay các ngành có bị giới hạn thứ tự nguyện vọng không ạ,59
Nguyễn Oanh,11
Thanh Ngânn,11
Trường ơi xem lại cách quy đổi tsa đi ạ,39
"Do
Do Thủy",10
pitit làm khổ e r,17
Cntt xét d01 k ạ(,17
"Con mình đc 79,4 xttn vậy bn điểm thpt",38
"Nguyễn Tâm
quả quy đổi TSA này thì chịu òi =)))(",48
Hoàng Mỹ,8
trường có xét chênh lệch các tổ hợp không ạ,43
Ngọc Đỉnh,9
tsa gãy vch,11
Ie 5.5 đc cộng điểm tn ạ,24
Xét HSa vào trường có cần đăng kí trên web trường ko ạ,54
Trường có quy đổi các khối để xét như bôn giáo dục ko ạ:((,58
PTIT có cộng điểm thưởng điểm IELTS vào điểm TSA như Đại học Bách khoa không ạ?,79
con yêu bố ptit,15
Ê TSA bất lợi v má,18
Bùi Hải Đăng,12
Ánh Nguyệt,10
"[Hà Nội - HBT] Em tìm bạn #Backend Dev (#NodeJS)
2YOE + Domain: Giáo dục + Product
Upto 27M + Thưởng T13 + Thử việc 100% + PV 1 vòng
https://sapp.talent.vn/job/backend-developer-associate-4561",192
"HOT
HOT
HOT
PTIT điều chỉnh thời gian đăng ký thông tin xét tuyển trực tuyến cho thí sinh đăng ký xét tuyển vào Đại học chính quy năm 2025
Học viện Công nghệ Bưu chính Viễn thông thông báo điều chỉnh thời gian đăng ký thông tin xét tuyển trực tuyến cho thí sinh đăng ký xét tuyển vào Đại học chính quy năm 2025 của các phương thức:
Phương thức xét tuyển tài năng;
Phương thức xét tuyển dựa vào kết quả Chứng chỉ đánh giá năng lực quốc tế (chứng chỉ SAT/ACT);
Phương thức xét tuyển dựa vào kết quả bài thi đánh giá năng lực hoặc đánh giá tư duy;
Phương thức xét tuyển kết hợp giữa chứng chỉ tiếng Anh quốc tế (chứng chỉ IELTS, TOEFL) với kết quả học tập ở bậc THPT.
Thời gian đăng ký: 𝐓𝐮̛̀ 𝐧𝐠𝐚̀𝐲 𝟎𝟗/𝟔/𝟐𝟎𝟐𝟓 đ𝐞̂́𝐧 𝐡𝐞̂́𝐭 𝐧𝐠𝐚̀𝐲 𝟏𝟎/𝟎𝟕/𝟐𝟎𝟐𝟓
(24h00 ngày 10/7 đóng cổng đăng ký xét tuyển).
Thông tin chi tiết xem tại: https://ptit.edu.vn/.../thong-bao-dieu-chinh-thoi-gian...
——————————————————————————-
HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG
Trụ sở chính: 122 Hoàng Quốc Việt, P.Nghĩa Tân, Q.Cầu Giấy, Hà Nội.
Học viện Cơ sở tại TPHCM: 11 Nguyễn Đình Chiểu, P. ĐaKao, Quận 1, Thành phố Hồ Chí Minh.
Cơ sở Đào tạo tại Hà Đông: Km10 Đường Nguyễn Trãi, P.Mộ Lao, Q.Hà Đông, Hà Nội.
Cơ sở Đào tạo tại Ngọc Trục: Ngõ 33, Đường Đại Mỗ, P.Đại Mỗ, Q.Nam Từ Liêm, Hà Nội.
Cơ sở Đào tạo tại TP.HCM: Đường Man Thiện, TP Thủ Đức, TP.Hồ Chí Minh.
► Fanpage: 
https://facebook.com/HocvienPTIT
► Tuyển sinh: https://tuyensinh.ptit.edu.vn/
► Youtube: https://www.youtube.com/@PChannels
► Tiktok: https://www.tiktok.com/@langthangptit
► Website: https://ptit.edu.vn",1541
"cho em hỏi là thanh toán hồ sơ xét tuyển là 100k/hồ sơ nhưng em vừa thanh toán được 1 phương thức, chuyển sang bên phương thức xt còn lại thì nó ghi là đã thanh toán rồi thì liệu có ảnh hưởng gì không ạ",202
"Cho em hỏi, em đăng kí xét tuyển theo hình thức chứng chị ielts và học bạ từ 30/6 thành công. Tuy nhiên em quên không biết đến việc cần phải xác nhận trên Gmail trước 12h. Nên đã để quá giờ, giờ em phải làm sao",210
hình thức dùng điểm thi thì ntn ah,34
Cho e hỏi không đăng ký trên cổng của bộ ạ,42
Đăng ký ở trường rồi có phải đăng ký của bộ nữa ko ạ,52
Con mình đã đk phương thức ielts kết hợp học bạ và đã thanh toán tiền nhưng giờ con xem lại thì hồ sơ trong tình trạng ko tiếp nhận yêu cầu bổ sung cccd nhưng con ko tìm thấy chỗ để bổ sung cccd . Mong trường giải đáp ạ,219
ủa sao em không xét tuyển tài năng được ạ? web bảo hết thời gian rồi ạ,70
Cho mk hỏi chút là mk ko đăng ký đc tk để đăng ký trực tuyến thì đến trường đăng ký đc ko ạ,91
Cho mình hỏi bây giờ mới biết điểm.. nhà trường đã hết hạn đăng ký rồi ạ,72
Dạ hình thức dùng HSNL mình chỉ cần đăng ký Hồ Sơ Online thôi đúng không ạ ?,76
Em xin hoi về hình thức xét tuyển học ba hv tk năm lớp 10 cháu dc 7.2 còn lớp 11 là 7.5 lớp 12là 7.8 thì tham gia xét tuyển dc k a,130
Em chỉ đki của bộ thôi ko đki ở trg thì có sao k ạ,50
Muốn xét học thì phải lm như nào ạ,34
Tư vấn giúp mình về phương thức xét tuyển học bạ THPT bạn nhé,61
Em đăng ký hồ sơ xét tuyển bằng bảng điểm 3 năm học thay cho học bạ có được không ạ.,88
nhà trường có lấy dữ liệu đăng ký xét tuyển theo NV của trường làm dữ liệu đăng ký trên hệ thống của Bộ GD&ĐT?,110
Cho em hỏi nếu trường thpt của em chưa gửi học bạ bản chính thì em gửi bản sao y đc ko ạ,88
Chưa biết điểm TN đăng ký thế nào ah,36
Tư vấn tuyển sinh học bạ,24
"Cho e hỏi vs ạ, hiện tại e đã đk phương thức xét tuyển tài năng và điền 5 nguyện vọng. Vậy là đã hoàn thành r đúng k ạ và chỉ cần đợi thông báo và đến bx đk trên bộ nx đúng k ạ",176
Đăng ký sét tuyển bằng học bạ và điểm thi thpt đến hết ngày 10 / 7/ là hết hạn phải ko ạ,88
Hoang Le Tu Anh,15
xét tuyển HSNL có yêu cầu thứ tự nguyện vọng ko ạ,49
"Cho mình hỏi, con mình đk xét ccqt sat thì gửi điểm cho trường thế nào ạ?",73
Xét hình thức học bạ a,27
Nguyễn Khánh,12
Sao h ms thấy bài này z,23
Trịnh Tuấn Phong,16
Em đăng ký rồi chốt nguyện vọng rồi chuyển khoản tiền nguyện vọng rồi bây giờ em muốn thay đổi thì làm thế nào ạ,112
"Trường ơi cho em hỏi với ạ. Trường mình có phương thức xét tuyển Ielts kết hợp thi TN THPT không ạ? Ví dụ em thi d01, thì em có được quy đổi điểm ielts thay cho điểm tiếng anh của kỳ thi TN THPT không ạ ?",204
Minh Dũngg,10
"Vũ Linhh
đky học bạ xem",23
Sao vẫn chưa sửa đc vậy ạ,25
"Nhẫn Kiên
n",11
